,Product Title,Price,Rating,Free Shipping Status,Daraz Mall Status,Seller Rating,Ship on Time Score,Link
0,Xiaomi Redmi Note 12 || 8GB Ram 128GB Rom || 5000mAh Battery 33W Fast Charger,"Rs. 51,499",4.7,True,False,91%,82%,https://www.daraz.pk/products/12-8gb-128gb-5000mah-33-i421379488-s1989920618.html?search=1
1,"Redmi Note 12 - 6.67"" Inch Display - 8GB RAM - 128GB / 256GB ROM","Rs. 51,299",4.1,True,False,85%,94%,https://www.daraz.pk/products/redmi-note-12-667-inch-display-8gb-ram-128gb-rom-i422415065-s1998747923.html?search=1
2,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 88,840",5.0,True,False,93%,100%,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1
3,Redmi Note 12 Pro - 8GB Ram 256GB Rom - 5000mAh Battery,"Rs. 87,999",4.5,True,False,91%,82%,https://www.daraz.pk/products/12-8gb-256gb-5000mah-i429700273-s2077728217.html?search=1
4,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 88,880",5.0,True,False,96%,96%,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429691384-s2046484228.html?search=1
5,Xiaomi Redmi Note 12 - 8GB RAM 128GB/256GB ROM - 5000mAh Battery,"Rs. 53,999",4.0,True,False,89%,91%,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i421094416-s1988401363.html?search=1
6,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 50,999",4.6,True,False,94%,80%,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
7,Redmi Note 12 || 8GB Ram 256GB Rom || 5000mAh Battery,"Rs. 61,499",4.2,True,False,91%,82%,https://www.daraz.pk/products/12-8gb-8gb-256-mah-i433024509-s2071826009.html?search=1
8,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 54,999",5.0,True,False,93%,100%,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421162647-s1988554083.html?search=1
9,Redmi note 12 8GB RAM -256GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,"Rs. 61,199",0,True,True,86%,43%,https://www.daraz.pk/products/redmi-note-12-8gb-ram-256gb-rom-pta-approved-official-warranty-super-fast-charging-i433246636-s2076772608.html?search=1
10,"Redmi Note 12 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM","Rs. 88,599",3.4,True,False,85%,94%,https://www.daraz.pk/products/redmi-note-12-pro-667-inch-display-8gb-ram-256gb-rom-i429795970-s2047221383.html?search=1
11,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 51,999",4.7,True,False,0%,100%,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432630331-s2065402458.html?search=1
12,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 53,459",0,True,False,94%,100%,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432620785-s2065404302.html?search=1
13,REDMI NOTE 12 = 8GB RAM - 256GB ROM =5000 mAh Battery,"Rs. 64,199",0,False,False,96%,100%,https://www.daraz.pk/products/12-8gb-256grm-5000-mah-i433344043-s2077691613.html?search=1
14,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 63,000",0,True,False,96%,96%,https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433517063-s2080997674.html?search=1
15,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 63,000",5.0,True,False,93%,100%,https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433167196-s2075060185.html?search=1
16,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 74,999",0,True,False,95%,66%,https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-8-mp-2-mp-108-mah-i433079634-s2073077006.html?search=1
17,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 88,880",4.8,True,False,95%,66%,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2081910001.html?search=1
18,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 63,000",0,True,False,95%,66%,https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433079813-s2073077766.html?search=1
19,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 74,499",0,True,False,96%,96%,https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-2-mp-i432728049-s2068154505.html?search=1
20,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 74,880",0,True,False,93%,100%,https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-8-mp-2-mp-108-mah-i433087039-s2073072783.html?search=1
21,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 78,990",0,True,False,95%,100%,https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-8-mp-2-mp-108-mah-i433074942-s2073076461.html?search=1
22,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 51,480",5.0,True,False,95%,100%,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421160777-s1988549506.html?search=1
23,Redmi Note 12 || 6GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 58,999",5.0,True,False,91%,100%,https://www.daraz.pk/products/12-6gb-1-000-gb-128-20-33-i429666228-s2045879333.html?search=1
24,"Redmi Note 12 Pro - 8GB RAM 256GB ROM - 6.67"" SuperAmoled Display - 5000mAh Battery","Rs. 89,999",0,True,False,89%,91%,https://www.daraz.pk/products/12-8gb-256gb-667-5000mah-i429412039-s2045931510.html?search=1
25,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 63,000",0,True,False,95%,100%,https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433165100-s2075055231.html?search=1
26,"Xiaomi Redmi Note 12 RAM 6 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 54,999",0,True,False,95%,100%,https://www.daraz.pk/products/12-6-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i429690677-s2046194020.html?search=1
27,"Redmi Note 12 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 90,210",0,True,False,94%,80%,https://www.daraz.pk/products/12-8gb-256gb-108mp-5000mah-i431386652-s2056960154.html?search=1
28,Redmi Note 12 - 6GB Ran 128GB Rom - 5000mAh Battery,"Rs. 64,999",3.0,True,False,91%,82%,https://www.daraz.pk/products/12-6gb-ran-128gb-5000mah-i429700238-s2046009638.html?search=1
29,"Xiaomi Redmi Note 12 RAM 6 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 54,999",5.0,True,False,96%,96%,https://www.daraz.pk/products/12-6-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i429696247-s2046485132.html?search=1
30,"Xiaomi Redmi Note 12 RAM 6 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 54,999",0,True,False,95%,66%,https://www.daraz.pk/products/12-6-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i429699060-s2046482392.html?search=1
31,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 59,880",0,True,False,95%,66%,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421165925-s1988557955.html?search=1
32,"Redmi Note 12 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 91,179",0,True,False,94%,100%,https://www.daraz.pk/products/12-8gb-256gb-108mp-5000mah-i432745291-s2068211500.html?search=1
33,"Redmi Note 12 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 92,070",0,True,False,0%,100%,https://www.daraz.pk/products/12-8gb-256gb-108mp-5000mah-i432620643-s2065395923.html?search=1
34,"Xiaomi Redmi Note 12 - 6.67"" AMOLED DotDisplay - 120Hz Refresh Rate - 8GB RAM 128GB/256GB ROM - 5000mAh Battery - 33W Fast Charge - 13MP Front Camera - 50MP Main Camera + 8MP Ultra Wide Camera - 2MP Macro Camera - PTA Approved","Rs. 54,999",5.0,True,False,91%,100%,https://www.daraz.pk/products/12-667-120hz-8gb-8gb128gb-256-mah-33-13mp-50mp-8mp-2mp-pta-i421098081-s2089385009.html?search=1
35,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 52,499",4.7,False,True,92%,100%,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
36,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 53,890",4.9,True,False,96%,96%,https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421174278-s1988560913.html?search=1
37,"XIAOMI REDMI NOTE 12 8GB RAM 128GB ROM || 6.67"" DISPLAY || 5000mAh BATTERY || PTA APPROVED || ONE YEAR BRAND WARRANTY","Rs. 59,500",5.0,True,False,93%,68%,https://www.daraz.pk/products/xiaomi-redmi-note-12-8gb-ram-128gb-rom-667-display-5000mah-battery-pta-approved-one-year-brand-warranty-i423189176-s2007358201.html?search=1
38,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 51,999",4.8,True,True,93%,100%,https://www.daraz.pk/products/redmi-note-12-8gb-128gb-pta-approved-with-official-1-year-warranty-i421074981-s1988370279.html?search=1
39,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 50,999",0,True,False,0%,82%,https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i437902722-s2114130287.html?search=1
40,Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,"Rs. 89,999",4.6,True,True,93%,100%,https://www.daraz.pk/products/12-8gb-256gb-1-pta-i429264612-s2109849787.html?search=1
41,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 51,399",4.9,True,False,91%,100%,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1
42,"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","Rs. 88,499",4.7,True,False,91%,100%,https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1
43,Redmi Note 12S - 8GB RAM 256GB ROM - Dual SIM - 5000mAh Battery,"Rs. 75,499",4.0,True,False,89%,91%,https://www.daraz.pk/products/8gb-12s-256gb-5000mah-i433403645-s2080670904.html?search=1
44,Redmi Note 12 (8GB+128GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"Rs. 51,699",4.4,True,False,93%,20%,https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1
45,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 51,499",4.0,True,False,95%,100%,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i429690781-s2046010371.html?search=1
46,Redmi Note 12 (8GB+256GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"Rs. 60,999",0,True,False,93%,20%,https://www.daraz.pk/products/12-8gb-256gb-pta-1-i433518569-s2081016585.html?search=1
47,"Xiaomi Redmi Note 12S , 8GB RAM 256GB ROM , 108 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 76,724",0,True,False,94%,100%,https://www.daraz.pk/products/8gb-12s-256gb-108-mp-5000mah-i432779257-s2068450694.html?search=1
48,"Redmi Note 12S , 8GB Ram 256GB Rom , 6.43 Inches IPS Display , 5000 mAh - Fast charging 33W","Rs. 73,499",5.0,True,False,91%,100%,https://www.daraz.pk/products/8gb-12s-256gb-643-ips-5000-mah-33w-i432728231-s2068164111.html?search=1
49,"Redmi Note 12S (8GB+256GB) 6.43"" 90Hz FHD+ Super AMOLED Display PTA Approved 1 Year Official Warranty","Rs. 75,000",5.0,True,False,93%,20%,https://www.daraz.pk/products/12-8gb-128gb-pta-1-i433028601-s2071841652.html?search=1
